NOAA-14(S)2591817     5.1  3    .851
NOAA-15(N)2591833     8.8  4   1.130
NOAA-17(N)2591840    11.5  5   1.198
NOAA-16(S)2591850    18.1  6    .845
NOAA-14(N)2591907     6.8  4    .960
NOAA-15(S)2591923     8.9  4   1.013
NOAA-17(S)2591930     9.5  4   1.190
NOAA-16(N)2591940    10.0  5    .783
NOAA-14(S)2591958     7.0  4    .925
NOAA-15(N)2592013     9.4  4   1.094
NOAA-17(N)2592020     7.5  4   1.325
NOAA-16(S)2592032     3.0  2   1.208
NOAA-14(N)2592049     5.5  3    .792
NOAA-15(S)2592103    10.4  5    .931
NOAA-17(S)2592110     9.3  4   1.245
NOAA-16(N)2592123     7.2  4    .767
NOAA-14(S)2592139     5.5  3    .951
NOAA-15(N)2592153    12.7  5   1.014
NOAA-17(N)2592200     9.4  4   1.391
NOAA-16(S)2592215     3.8  2   2.345
NOAA-14(N)2592230     3.2  2    .643
NOAA-15(S)2592244     5.8  3    .937
NOAA-17(S)2592250    10.7  5   1.188
NOAA-16(N)2592306     4.3  3    .928
NOAA-14(S)2592322     4.0  3   1.077
NOAA-15(N)2592334     9.9  5    .938
NOAA-17(N)2592340     7.2  4   1.373
NOAA-16(S)2592358     2.0  1   3.220
NOAA-14(N)2600012     2.8  2    .675
NOAA-15(S)2600025     4.8  3    .946
NOAA-17(S)2600031     7.9  4   1.064
NOAA-16(N)2600050     3.2  2   1.113
NOAA-14(S)2600103     2.6  2   1.317
NOAA-15(N)2600115     7.4  4   1.015
NOAA-17(N)2600121     8.2  4   1.265
NOAA-16(S)2600141     4.0  3   3.027
NOAA-14(N)2600155     1.6  1    .794
NOAA-15(S)2600207     7.4  4    .905
NOAA-17(S)2600211     7.9  4    .850
NOAA-16(N)2600233     2.3  1   1.218
NOAA-14(S)2600247     6.5  4   1.409
NOAA-15(N)2600257     5.3  3   1.621
NOAA-17(N)2600302     7.7  4   1.123
NOAA-16(S)2600325     6.6  4   1.392
NOAA-14(N)2600338     1.3  1   1.254
NOAA-15(S)2600349     9.9  5   1.011
NOAA-17(S)2600353     6.3  4    .837
NOAA-16(N)2600417     5.6  3   1.007
NOAA-14(S)2600430    24.7  7    .959
NOAA-15(N)2600440    10.5  5   2.741
NOAA-17(N)2600443    16.3  6   1.135
NOAA-16(S)2600507    32.3  7   1.116
NOAA-14(N)2600522     7.2  4   1.507
NOAA-15(S)2600531    26.9  7    .722
NOAA-17(S)2600534    45.0  8    .831
NOAA-16(N)2600559    35.5  7   1.180
NOAA-14(S)2600614    19.1  6   1.045
NOAA-15(N)2600622    53.4  8   4.664
NOAA-17(N)2600625    26.8  7   1.407
NOAA-16(S)2600649    30.1  7   1.242
NOAA-14(N)2600705    11.6  5   1.602
NOAA-15(S)2600714    28.4  7    .726
NOAA-17(S)2600717    29.5  7    .866
NOAA-16(N)2600741    41.6  8   1.020
NOAA-14(S)2600757    40.6  8    .953
NOAA-17(N)2600808    46.3  8   1.738
NOAA-16(S)2600831    29.7  7   1.190
NOAA-14(N)2600849    38.4  7   1.532
NOAA-17(S)2600859    45.0  8    .842
NOAA-16(N)2600922    36.7  7   1.066
NOAA-14(S)2600939    32.1  7   1.111
NOAA-15(N)2600947    77.1  9   3.089
NOAA-17(N)2600951    44.2  8   1.784
NOAA-16(S)2601013    37.7  7   1.099
NOAA-14(N)2601030    19.1  6    .923
NOAA-15(S)2601037    49.2  8    .755
NOAA-17(S)2601042    55.3  8    .842
NOAA-16(N)2601103    42.5  8   1.183
NOAA-14(S)2601121    48.1  8   1.079
NOAA-15(N)2601129   109.1 10   2.071
NOAA-17(N)2601133    30.5  7   1.507
NOAA-16(S)2601154    48.2  8   1.061
NOAA-14(N)2601212    17.1  6    .854
NOAA-15(S)2601219    45.3  8    .886
NOAA-17(S)2601224    91.7  9    .901
NOAA-16(N)2601244    52.1  8   1.272
NOAA-14(S)2601303    52.8  8   1.127
NOAA-15(N)2601309    57.8  8   1.333
NOAA-17(N)2601315    38.3  7   1.121
NOAA-16(S)2601335    46.9  8   1.091
NOAA-14(N)2601353    32.4  7   1.049
NOAA-15(S)2601359    33.8  7    .995
NOAA-17(S)2601405    22.9  6    .858
NOAA-16(N)2601425    21.4  6   1.223
NOAA-14(S)2601444    17.3  6    .953
NOAA-15(N)2601450    42.1  8   1.171
NOAA-17(N)2601457    18.3  6   1.110
NOAA-16(S)2601516    18.2  6   1.134
NOAA-14(N)2601534    32.8  7   1.152
NOAA-15(S)2601540    32.0  7   1.063
NOAA-17(S)2601547    17.8  6    .925
NOAA-16(N)2601606    28.5  7   1.170
NOAA-14(S)2601624    19.6  6    .979
NOAA-15(N)2601630    44.9  8   1.228
NOAA-17(N)2601637    38.5  7    .883
NOAA-16(S)2601657    40.0  8   1.079
NOAA-14(N)2601715    12.7  5   1.053
NOAA-15(S)2601720    20.8  6   1.057
NOAA-17(S)2601727    14.7  5   1.026
NOAA-16(N)2601747    24.2  6    .972
NOAA-14(S)2601805    19.5  6   1.009
NOAA-15(N)2601810    26.7  7   1.210
NOAA-17(N)2601818    23.2  6   1.059
NOAA-16(S)2601839    15.0  5    .897
NOAA-14(N)2601855    19.9  6   1.142
NOAA-15(S)2601900    32.1  7   1.118
NOAA-17(S)2601908    18.5  6   1.075
NOAA-16(N)2601929    18.4  6    .840
NOAA-14(S)2601946    21.0  6   1.063
NOAA-15(N)2601950    20.3  6   1.181
NOAA-17(N)2601958    16.3  6   1.246
NOAA-16(S)2602021    19.3  6    .709
NOAA-14(N)2602036    32.6  7   1.015
NOAA-15(S)2602040    30.8  7   1.009
NOAA-17(S)2602048    19.8  6   1.138
NOAA-16(N)2602112    48.5  8    .896
NOAA-14(S)2602127    43.8  8    .972
NOAA-15(N)2602130    78.3  9   1.501
NOAA-17(N)2602138    35.2  7   1.268
NOAA-16(S)2602204    21.9  6    .925
NOAA-14(N)2602217    28.0  7    .841
NOAA-15(S)2602221    30.0  7    .870
NOAA-17(S)2602228    34.6  7   1.045
NOAA-16(N)2602255    27.0  7    .980
NOAA-14(S)2602309    25.8  7    .906
NOAA-15(N)2602310    40.5  8   1.083
NOAA-17(N)2602318    27.1  7   1.352
NOAA-16(S)2602347    18.8  6   1.861
NOAA-14(N)2610000    18.0  6    .729
NOAA-15(S)2610002    24.2  6    .747
NOAA-17(S)2610008    29.5  7   1.040
NOAA-16(N)2610038    39.6  8   1.231
NOAA-14(S)2610051    29.1  7    .748
NOAA-15(N)2610052    25.5  7   1.047
NOAA-17(N)2610058    45.9  8   1.178
NOAA-16(S)2610130    27.3  7   1.449
NOAA-14(N)2610142    13.1  5    .733
NOAA-15(S)2610143    31.5  7    .667
NOAA-17(S)2610149    34.2  7    .880
NOAA-16(N)2610222    35.2  7   1.413
NOAA-14(S)2610233    20.5  6    .791
NOAA-15(N)2610233    52.8  8   1.780
NOAA-17(N)2610239    22.3  6   1.085
NOAA-16(S)2610313    32.2  7   1.035
NOAA-14(N)2610325    18.8  6   1.006
NOAA-15(S)2610325    24.6  7    .708
NOAA-17(S)2610330    25.3  7    .754
NOAA-16(N)2610405    26.4  7   1.353
NOAA-15(N)2610416    77.9  9   3.953
NOAA-14(S)2610417    19.1  6   1.022
NOAA-17(N)2610420    58.0  8    .986
NOAA-16(S)2610456    28.2  7   1.102
NOAA-15(S)2610507    23.5  6    .757
NOAA-14(N)2610509    13.6  5   1.374
NOAA-17(S)2610512    15.3  5    .820
NOAA-16(N)2610548    18.9  6   1.093
NOAA-15(N)2610558    28.1  7   3.701
NOAA-14(S)2610600    26.6  7    .951
NOAA-17(N)2610602    21.9  6   1.356
NOAA-16(S)2610638    30.6  7   1.236
NOAA-15(S)2610650    16.0  6    .836
NOAA-14(N)2610652     8.8  4   1.648
NOAA-17(S)2610654    17.5  6    .895
NOAA-15(N)2610741    32.0  7   3.339
NOAA-14(S)2610743    11.7  5   1.244
NOAA-17(N)2610745    30.0  7   1.821
NOAA-15(S)2610832    11.4  5    .973
NOAA-17(S)2610836    11.7  5    .881
NOAA-14(N)2610836    19.7  6   1.425
NOAA-16(N)2610911    19.1  6   1.008
NOAA-15(N)2610923    32.4  7   2.402
NOAA-14(S)2610926    28.4  7   1.106
NOAA-17(N)2610928    39.0  8   1.880
NOAA-16(S)2611001    20.4  6   1.063
NOAA-15(S)2611014    44.7  8    .758
NOAA-14(N)2611018    17.9  6    .946
NOAA-17(S)2611019    38.1  7    .834
NOAA-16(N)2611052    22.8  6   1.136
NOAA-15(N)2611105    37.7  7   1.722
NOAA-14(S)2611108    24.3  6   1.074
NOAA-17(N)2611110    47.5  8   1.452
NOAA-16(S)2611143    23.5  6   1.049
NOAA-15(S)2611155    19.3  6    .986
NOAA-14(N)2611200    15.1  5    .830
NOAA-17(S)2611201    15.2  5    .873
NOAA-16(N)2611233    15.4  5   1.181
NOAA-15(N)2611246    17.2  6   1.032
NOAA-14(S)2611250    14.4  5    .994
NOAA-17(N)2611253    11.9  5   1.406
NOAA-16(S)2611323    17.7  6   1.051
NOAA-15(S)2611336    26.6  7    .975
NOAA-14(N)2611341    15.0  5    .886
NOAA-17(S)2611343   116.2 10    .887
NOAA-16(N)2611414    37.5  7   1.260
NOAA-15(N)2611426    40.3  8   1.147
NOAA-14(S)2611431    15.6  6    .948
NOAA-17(N)2611434    77.6  9    .841
NOAA-16(S)2611504    43.9  8   1.133
NOAA-15(S)2611517    22.4  6   1.028
NOAA-14(N)2611522    17.8  6   1.063
NOAA-17(S)2611524    20.9  6    .878
NOAA-16(N)2611555    16.7  6   1.141
NOAA-15(N)2611607    18.0  6   1.101
NOAA-14(S)2611612    10.5  5    .901
NOAA-17(N)2611615    12.2  5   1.079
NOAA-16(S)2611646     8.7  4   1.147
NOAA-15(S)2611657    23.4  6   1.054
NOAA-14(N)2611702     8.5  4   1.014
NOAA-17(S)2611705    12.3  5   1.027
NOAA-16(N)2611736     9.4  4    .933
NOAA-15(N)2611746    17.8  6   1.187
NOAA-14(S)2611752     9.4  4    .910
NOAA-17(N)2611755    12.8  5   1.146
NOAA-16(S)2611828     7.0  4   1.044
NOAA-15(S)2611837    25.4  7   1.087
NOAA-14(N)2611843    11.9  5   1.064
NOAA-17(S)2611846    11.3  5   1.142
NOAA-16(N)2611918    21.5  6    .851
NOAA-15(N)2611926    14.0  5   1.160
NOAA-14(S)2611933     9.8  5    .952
NOAA-17(N)2611936    15.2  5   1.234
NOAA-16(S)2612010    17.1  6    .738
NOAA-15(S)2612017    12.3  5    .981
NOAA-14(N)2612023    10.8  5    .900
NOAA-17(S)2612025    16.3  6   1.170
NOAA-16(N)2612100    15.6  6    .796
NOAA-15(N)2612106    21.4  6   1.104
NOAA-14(S)2612115    10.7  5    .986
NOAA-17(N)2612115    10.8  5   1.374
NOAA-16(S)2612152     4.0  3   1.814
NOAA-15(S)2612157    18.0  6    .917
NOAA-14(N)2612205     8.9  4    .733
NOAA-17(S)2612206    30.2  7   1.062
NOAA-16(N)2612244    15.3  5    .904
NOAA-15(N)2612247    18.1  6    .984
NOAA-17(N)2612255    19.0  6   1.349
NOAA-14(S)2612256    14.3  5    .954
NOAA-16(S)2612335    15.5  5   2.179
NOAA-15(S)2612338    15.3  5    .825
NOAA-14(N)2612346     7.6  4    .661
NOAA-17(S)2612346    15.0  5   1.096
NOAA-16(N)2620027     9.2  4   1.024
NOAA-15(N)2620028    14.8  5    .968
NOAA-17(N)2620035    11.9  5   1.318
NOAA-14(S)2620038    10.8  5    .949
NOAA-16(S)2620119    14.1  5   2.334
NOAA-15(S)2620119    18.9  6    .716
NOAA-17(S)2620126    26.6  7    .913
NOAA-14(N)2620130     5.4  3    .738
NOAA-15(N)2620210    25.1  7   1.312
NOAA-16(N)2620211    18.8  6   1.260
NOAA-17(N)2620216    43.5  8   1.045
NOAA-14(S)2620220    30.1  7    .724
NOAA-15(S)2620301    18.6  6    .741
NOAA-16(S)2620302    17.9  6   1.264
NOAA-17(S)2620307    14.6  5    .774
NOAA-14(N)2620313     6.4  4    .989
NOAA-15(N)2620352    23.9  6   2.409
NOAA-16(N)2620354    19.9  6   1.312
NOAA-17(N)2620358    11.9  5   1.104
NOAA-14(S)2620404    12.7  5   1.261
NOAA-15(S)2620443    16.5  6    .885
NOAA-16(S)2620445    17.0  6   1.121
NOAA-17(S)2620449    11.4  5    .819
NOAA-14(N)2620456     5.3  3   1.407
NOAA-15(N)2620534    18.6  6   3.508
NOAA-16(N)2620537    11.1  5    .989
NOAA-17(N)2620539     8.6  4   1.330
NOAA-14(S)2620548     8.0  4   1.583
NOAA-15(S)2620626     9.4  4   1.033
NOAA-16(S)2620627    11.4  5   1.111
NOAA-17(S)2620631     8.6  4   1.036
NOAA-14(N)2620639     5.3  3   1.693
NOAA-15(N)2620717    14.4  5   3.527
NOAA-16(N)2620719    14.0  5    .892
NOAA-14(S)2620731     6.5  4   1.472
NOAA-15(S)2620808     6.9  4   1.126
NOAA-16(S)2620809    10.5  5   1.082
NOAA-14(N)2620822     2.7  2   1.307
NOAA-15(N)2620900     8.6  4   2.154
NOAA-16(N)2620900     9.1  4    .901
NOAA-17(N)2620905     6.9  4   2.376
NOAA-14(S)2620913     6.9  4   1.318
NOAA-15(S)2620950    13.2  5   1.003
NOAA-16(S)2620951     7.2  4    .989
NOAA-17(S)2620956    21.6  6    .866
NOAA-14(N)2621005    20.4  6   1.009
NOAA-15(N)2621041    26.4  7   1.714
NOAA-16(N)2621041    26.7  7   1.146
NOAA-17(N)2621047    15.7  6   1.886
NOAA-14(S)2621056     9.2  4   1.038
NOAA-15(S)2621131    11.9  5   1.031
NOAA-16(S)2621132    18.5  6   1.030
NOAA-17(S)2621138    13.7  5    .877
NOAA-14(N)2621147    11.4  5    .789
NOAA-16(N)2621222    19.5  6   1.180
NOAA-15(N)2621222    27.7  7   1.210
NOAA-17(N)2621230    37.0  7   1.242
NOAA-14(S)2621237    19.4  6   1.047
NOAA-16(S)2621312    29.9  7   1.074
NOAA-15(S)2621313    22.7  6    .992
NOAA-17(S)2621320    24.4  6    .823
NOAA-14(N)2621328    10.1  5    .820
NOAA-16(N)2621403    13.3  5   1.189
NOAA-15(N)2621403    24.1  6   1.029
NOAA-17(N)2621411    13.0  5   1.211
NOAA-14(S)2621419    14.7  5    .948
NOAA-15(S)2621453    21.3  6   1.025
NOAA-16(S)2621453    22.6  6   1.106
NOAA-17(S)2621502    43.9  8    .893
NOAA-14(N)2621509    23.4  6   1.092
NOAA-15(N)2621543    93.3  9   1.497
NOAA-16(N)2621543   101.8 10   1.343
NOAA-17(N)2621553   102.3 10    .796
NOAA-14(S)2621559    81.7  9   1.173
NOAA-15(S)2621633    30.3  7   1.083
NOAA-16(S)2621635    31.4  7   1.092
NOAA-17(S)2621642    21.3  6    .916
NOAA-14(N)2621650    23.5  6   1.138
NOAA-15(N)2621723    28.3  7   1.193
NOAA-16(N)2621725    16.9  6    .989
NOAA-17(N)2621733    15.4  5   1.090
NOAA-14(S)2621740    17.6  6    .996
NOAA-15(S)2621813    19.0  6   1.063
NOAA-16(S)2621816     5.3  3   1.102
NOAA-17(S)2621823    12.6  5   1.113
NOAA-14(N)2621830    12.2  5   1.079
NOAA-15(N)2621903    17.2  6   1.182
NOAA-16(N)2621907    12.4  5    .817
NOAA-17(N)2621913    12.5  5   1.231
NOAA-14(S)2621921    12.1  5    .964
NOAA-15(S)2621953    12.1  5    .991
NOAA-16(S)2621958     6.1  3    .949
NOAA-17(S)2622003    14.2  5   1.181
NOAA-14(N)2622011     7.9  4    .883
NOAA-15(N)2622043    17.5  6   1.114
NOAA-16(N)2622049     9.6  4    .756
NOAA-17(N)2622053    23.9  6   1.256
NOAA-14(S)2622102     5.5  3    .927
NOAA-15(S)2622134    12.1  5    .905
NOAA-16(S)2622141     3.9  2   1.696
NOAA-17(S)2622143    23.4  6   1.100
NOAA-14(N)2622152     7.8  4    .733
NOAA-15(N)2622223    17.9  6   1.006
NOAA-16(N)2622232    12.6  5    .869
NOAA-17(N)2622233    11.0  5   1.392
NOAA-14(S)2622244     9.9  5    .963
NOAA-15(S)2622314    18.7  6    .827
NOAA-17(S)2622323    25.7  7   1.048
NOAA-16(S)2622324    18.9  6   1.724
NOAA-14(N)2622334     7.9  4    .661
NOAA-15(N)2630004    11.8  5    .942
NOAA-17(N)2630013    26.3  7   1.285
NOAA-16(N)2630016     9.3  4   1.013
NOAA-14(S)2630026    11.1  5    .952
NOAA-15(S)2630056     8.3  4    .856
NOAA-17(S)2630104    11.5  5    .955
NOAA-16(S)2630107     6.5  4   3.314
NOAA-14(N)2630116     5.5  3    .725
NOAA-15(N)2630146    15.1  5   1.124
NOAA-17(N)2630154    10.7  5   1.211
NOAA-16(N)2630159    10.6  5   1.187
NOAA-14(S)2630209     3.8  2   1.381
NOAA-15(S)2630237     4.4  3   1.107
NOAA-17(S)2630245     9.7  4    .812
NOAA-16(S)2630251     4.5  3   1.710
NOAA-14(N)2630300     3.5  2   1.053
NOAA-15(N)2630328    20.1  6   2.031
NOAA-17(N)2630335     7.8  4   1.100
NOAA-16(N)2630343     7.8  4   1.131
NOAA-14(S)2630352     5.0  3   2.438
NOAA-15(S)2630419     5.5  3   1.505
NOAA-17(S)2630426     5.8  3    .899
NOAA-16(S)2630433     8.1  4   1.174
NOAA-14(N)2630443     2.7  2   1.439
NOAA-15(N)2630511     3.7  2   2.478
NOAA-17(N)2630517     8.6  4   1.224
NOAA-16(N)2630525     3.3  2    .898
NOAA-14(S)2630535     3.4  2   2.498
NOAA-15(S)2630602     3.6  2   1.604
NOAA-17(S)2630608     2.2  1   1.830
NOAA-16(S)2630616     5.9  3   1.113
NOAA-14(N)2630626     2.7  2   1.703
NOAA-15(N)2630653    14.5  5   3.825
NOAA-17(N)2630659     7.1  4   1.973
NOAA-16(N)2630707     7.3  4    .821
NOAA-14(S)2630718     3.7  2   1.630
NOAA-15(S)2630744     4.7  3   1.236
NOAA-17(S)2630750     2.8  2   2.505
NOAA-16(S)2630758     7.4  4   1.020
NOAA-14(N)2630810     3.8  2   1.355
NOAA-15(N)2630836     6.0  3   2.267
NOAA-17(N)2630842     3.8  2   2.234
NOAA-16(N)2630849     7.9  4    .871
NOAA-14(S)2630901     4.4  3   1.377
NOAA-15(S)2630926     5.0  3   1.197
NOAA-17(S)2630933     3.0  2   1.383
NOAA-16(S)2630939     4.0  3    .903
NOAA-14(N)2630952     1.4  1    .856
NOAA-15(N)2631018    10.0  5   1.491
NOAA-17(N)2631025     8.9  4   2.137
NOAA-16(N)2631030     5.7  3    .952
NOAA-14(S)2631043     4.2  3   1.036
NOAA-15(S)2631108     6.1  3   1.147
NOAA-17(S)2631115    11.2  5    .912
NOAA-16(S)2631120     4.9  3    .906
NOAA-14(N)2631135     4.1  3    .716
NOAA-15(N)2631159     8.0  4   1.020
NOAA-17(N)2631207     2.8  2   1.465
NOAA-16(N)2631211     6.8  4   1.103
NOAA-14(S)2631225     3.1  2    .889
NOAA-15(S)2631249     7.4  4   1.019
NOAA-17(S)2631257     3.6  2   1.147
NOAA-16(S)2631301     4.1  3    .915
NOAA-14(N)2631316     7.0  4    .767
NOAA-15(N)2631340     8.2  4    .913
NOAA-17(N)2631349     5.4  3   1.209
NOAA-16(N)2631351     5.6  3   1.068
NOAA-14(S)2631406     4.1  3    .796
NOAA-15(S)2631430     6.6  4   1.009
NOAA-17(S)2631439     3.7  2   1.211
NOAA-16(S)2631442     1.7  1   1.008
NOAA-14(N)2631457     4.3  3    .821
NOAA-15(N)2631520     8.0  4   1.007
NOAA-17(N)2631530     7.6  4   1.105
NOAA-16(N)2631532     3.2  2    .993
NOAA-15(S)2631610     5.3  3    .999
NOAA-17(S)2631620     3.7  2   1.178
NOAA-16(S)2631623     2.2  1   1.095
NOAA-15(N)2631700     5.8  3   1.108
NOAA-17(N)2631710     5.9  3   1.086
NOAA-16(N)2631713     9.6  4    .962
NOAA-14(S)2631728     2.4  1    .791
NOAA-15(S)2631750     5.0  3   1.007
NOAA-17(S)2631801     9.9  5   1.113
NOAA-16(S)2631805    14.6  5    .959
NOAA-14(N)2631817     5.7  3    .978
NOAA-15(N)2631840    12.3  5   1.140
NOAA-17(N)2631851     8.6  4   1.223
NOAA-16(N)2631856     8.7  4    .809
NOAA-14(S)2631908    11.1  5    .936
NOAA-15(S)2631930    12.6  5   1.017
NOAA-17(S)2631941    12.1  5   1.182
NOAA-16(S)2631947    12.7  5    .772
NOAA-14(N)2631958     9.8  4    .935
NOAA-15(N)2632020     9.8  4   1.083
NOAA-17(N)2632031    10.5  5   1.302
NOAA-16(N)2632038    10.7  5    .762
NOAA-14(S)2632049     6.9  4    .924
NOAA-15(S)2632110     9.3  4    .921
NOAA-17(S)2632121    13.1  5   1.217
NOAA-16(S)2632130     2.5  2   1.720
NOAA-14(N)2632140     3.6  2    .700
NOAA-15(N)2632200     6.6  4   1.012
NOAA-17(N)2632211    14.0  5   1.377
NOAA-16(N)2632221     4.3  3    .803
NOAA-14(S)2632231     4.4  3   1.000
NOAA-15(S)2632251     6.1  3    .927
NOAA-17(S)2632301    15.8  6   1.133
NOAA-16(S)2632313     1.7  1   3.002
NOAA-14(N)2632322     8.6  4    .670
NOAA-15(N)2632341    13.9  5    .943
NOAA-17(N)2632351    28.5  7   1.314
NOAA-16(N)2640004     7.1  4    .997
NOAA-14(S)2640013     5.9  3   1.110
NOAA-15(S)2640032     9.0  4    .868
NOAA-17(S)2640041     9.6  4   1.022
NOAA-16(S)2640056     1.7  1   3.309
NOAA-14(N)2640103     3.4  2    .718
NOAA-15(N)2640122     6.7  4   1.026
NOAA-17(N)2640131     4.7  3   1.224
NOAA-16(N)2640148     7.7  4   1.173
NOAA-14(S)2640156     5.9  3   1.155
NOAA-15(S)2640213    19.2  6    .703
NOAA-17(S)2640222    12.8  5    .831
NOAA-16(S)2640239    18.2  6   1.322
NOAA-14(N)2640247     3.0  2    .988
NOAA-15(N)2640304     8.7  4   1.653
NOAA-17(N)2640313    17.6  6   1.077
NOAA-16(N)2640331     8.4  4   1.148
NOAA-14(S)2640339    13.1  5   1.242
NOAA-15(S)2640355    13.5  5    .897
NOAA-17(S)2640403    10.3  5    .783
NOAA-16(S)2640422     8.9  4   1.195
NOAA-14(N)2640430     4.3  3   1.366
NOAA-15(N)2640447    12.0  5   2.938
NOAA-17(N)2640454     7.8  4   1.169
NOAA-16(N)2640514     7.1  4    .944
NOAA-14(S)2640522     7.6  4   1.815
NOAA-15(S)2640538     5.6  3   1.292
NOAA-17(S)2640545     5.4  3   1.047
NOAA-16(S)2640605     6.6  4   1.139
NOAA-14(N)2640614     3.0  2   1.819
NOAA-15(N)2640629     7.1  4   3.186
NOAA-17(N)2640636     9.0  4   1.737
NOAA-16(N)2640656     5.0  3    .777
NOAA-14(S)2640705     5.2  3   1.555
NOAA-15(S)2640720     6.1  3   1.113
NOAA-17(S)2640727     1.8  1   2.810
NOAA-16(S)2640747     5.2  3    .980
NOAA-14(N)2640757     1.7  1   1.329
NOAA-15(N)2640812     6.9  4   2.554
NOAA-17(N)2640818     5.8  3   2.344
NOAA-16(N)2640838     7.2  4    .847
NOAA-14(S)2640848    10.8  5   1.286
NOAA-15(S)2640902    25.2  7    .788
